date_time,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya
2012-10-12,91.5,73.0,71.0,77.25,70.25,65.5,75.25,32.0,34.5,47.75,82.25,78.5,86.75,55.25,46.5,70.0,51.25,68.25,60.25,77.5,62.75,77.25,66.75,75.75,55.5,74.0,47.0,48.0,74.75,69.75,50.5,60.5,24.25,64.5,64.5
2012-10-13,72.0,41.5,65.66666666666667,50.5,51.333333333333336,54.0,51.0,27.0,28.5,34.0,61.0,59.5,58.166666666666664,63.333333333333336,26.5,47.5,46.166666666666664,61.5,46.5,44.0,36.5,58.833333333333336,48.5,63.5,40.166666666666664,60.333333333333336,48.0,50.166666666666664,55.5,57.333333333333336,74.33333333333333,73.0,26.833333333333332,70.83333333333333,70.83333333333333
2012-10-14,93.0,93.5,62.5,79.0,57.0,58.5,48.0,26.5,22.5,68.0,67.0,65.0,70.0,82.5,64.0,75.0,72.0,75.5,64.5,61.0,73.0,59.0,57.0,52.5,45.5,62.5,34.5,38.5,54.0,34.0,80.5,70.5,52.0,65.5,65.5
2012-10-15,93.0,93.0,87.0,87.0,82.0,82.0,72.0,37.0,47.0,81.0,83.0,74.0,94.0,82.0,93.0,73.0,88.0,72.0,88.0,72.0,93.0,88.0,81.0,65.0,55.0,93.0,71.0,66.0,86.0,70.0,59.0,61.0,61.0,60.0,60.0
2012-10-16,95.83333333333333,88.16666666666667,86.0,89.0,49.333333333333336,52.333333333333336,45.666666666666664,26.0,38.166666666666664,47.833333333333336,65.0,63.666666666666664,69.66666666666667,70.83333333333333,61.0,66.16666666666667,72.83333333333333,67.83333333333333,76.66666666666667,74.16666666666667,69.5,80.0,81.16666666666667,76.33333333333333,70.33333333333333,73.33333333333333,75.5,76.83333333333333,91.33333333333333,76.66666666666667,56.0,68.0,40.0,66.33333333333333,66.33333333333333
2012-10-17,82.0,84.0,77.66666666666667,83.66666666666667,53.666666666666664,76.66666666666667,41.333333333333336,23.666666666666668,32.0,26.0,70.66666666666667,51.666666666666664,67.66666666666667,50.0,54.666666666666664,75.33333333333333,69.0,76.0,82.66666666666667,68.0,66.0,69.0,64.33333333333333,73.66666666666667,81.0,65.66666666666667,71.66666666666667,71.33333333333333,69.0,73.66666666666667,72.66666666666667,79.66666666666667,44.666666666666664,67.33333333333333,67.33333333333333
2012-10-21,84.0,90.375,83.25,81.25,64.0,79.25,38.625,19.375,13.875,21.75,57.0,59.0,78.5,67.125,85.75,78.0,66.375,61.0,93.0,75.125,91.5,78.875,63.25,82.75,71.25,84.25,81.375,99.125,60.75,77.125,81.75,63.875,38.125,57.0,57.0
2012-10-22,68.66666666666667,65.22222222222223,59.77777777777778,71.88888888888889,67.11111111111111,81.55555555555556,25.0,23.444444444444443,18.22222222222222,18.333333333333332,62.333333333333336,60.77777777777778,71.77777777777777,62.44444444444444,67.33333333333333,63.22222222222222,59.0,61.44444444444444,72.22222222222223,58.0,64.11111111111111,52.77777777777778,53.333333333333336,65.55555555555556,59.77777777777778,47.333333333333336,51.0,48.0,64.0,54.77777777777778,77.0,71.44444444444444,48.111111111111114,64.88888888888889,64.88888888888889
2012-10-23,73.0,79.0,60.5,75.25,76.0,82.25,30.0,35.5,20.75,30.25,58.25,57.75,82.25,72.0,67.25,71.75,58.0,61.0,63.5,75.5,63.5,67.5,67.75,56.25,54.25,40.75,51.5,40.75,71.0,76.0,73.75,71.25,58.25,63.0,63.0
2012-10-24,86.875,76.25,63.375,79.375,64.125,65.125,27.625,45.0,29.625,37.875,75.875,70.0,74.375,70.75,84.0,68.5,87.625,58.75,66.625,71.625,83.5,77.375,68.875,62.0,51.375,82.625,70.375,66.125,79.875,73.25,64.75,60.0,51.75,58.75,58.75
2012-10-25,82.4,77.8,55.2,73.6,51.6,58.6,15.2,24.6,16.6,34.4,63.0,58.2,75.8,64.8,89.8,64.2,74.4,51.8,62.2,68.0,71.8,76.6,55.6,74.6,44.2,77.8,72.0,81.0,62.2,67.4,67.2,67.2,51.6,64.2,64.2
2012-10-26,76.0,62.0,67.0,62.0,26.0,40.0,13.0,8.0,13.0,74.0,48.0,67.0,62.0,61.0,69.0,77.0,60.0,44.0,53.0,47.0,38.0,69.0,53.0,88.0,29.0,93.0,82.0,67.0,54.0,54.0,74.0,77.0,45.0,68.0,68.0
2012-11-01,96.0,93.0,87.0,87.0,77.0,82.0,21.0,19.0,16.0,26.0,82.0,55.0,87.0,52.0,40.0,56.0,52.0,36.0,86.0,39.0,86.0,46.0,56.0,55.0,86.0,81.0,81.0,71.0,87.0,61.0,77.0,77.0,52.0,60.0,60.0
2012-11-02,87.0,74.0,79.5,81.5,69.5,67.5,29.5,27.0,17.5,34.0,72.0,64.5,69.5,55.0,49.5,50.0,42.0,53.0,54.0,48.5,62.0,57.5,57.5,68.5,86.0,55.5,63.0,63.5,87.0,62.0,55.5,54.5,30.5,56.0,56.0
2012-11-04,91.5,86.5,68.0,86.0,71.5,75.5,22.0,26.5,23.5,53.0,68.5,59.0,83.0,34.5,55.5,66.5,66.5,66.5,64.5,65.5,52.0,77.0,40.5,60.5,68.0,76.0,36.5,61.0,60.0,62.0,40.0,30.0,44.0,52.5,52.5
2012-11-05,89.75,60.5,47.5,87.0,26.25,31.0,16.5,12.5,14.25,24.75,55.0,51.5,54.75,57.75,51.5,54.75,61.25,61.5,60.75,62.75,63.0,41.5,56.25,55.25,64.5,72.5,49.75,62.75,61.25,62.75,54.25,54.75,44.5,60.5,60.5
2012-11-06,88.3529411764706,83.23529411764706,53.470588235294116,93.05882352941177,16.470588235294116,20.11764705882353,24.823529411764707,17.705882352941178,26.352941176470587,40.05882352941177,69.82352941176471,61.88235294117647,73.11764705882354,78.52941176470588,73.82352941176471,68.47058823529412,70.17647058823529,65.23529411764706,69.70588235294117,69.0,73.3529411764706,68.29411764705883,65.76470588235294,59.8235294117647,74.76470588235294,73.58823529411765,69.17647058823529,70.3529411764706,59.470588235294116,67.82352941176471,43.23529411764706,42.705882352941174,37.35294117647059,55.88235294117647,55.88235294117647
